country_region_code,country_region,region,date,tipo,value
MX,Mexico,Mexico City,2020-08-09,parks,-48
MX,Mexico,Mexico City,2020-08-10,parks,-41
MX,Mexico,Mexico City,2020-08-11,parks,-39
MX,Mexico,Mexico City,2020-08-12,parks,-39
MX,Mexico,Mexico City,2020-08-13,parks,-37
MX,Mexico,Mexico City,2020-08-14,parks,-42
MX,Mexico,Mexico City,2020-08-15,parks,-40
MX,Mexico,Mexico City,2020-08-16,parks,-40
MX,Mexico,Mexico City,2020-08-17,parks,-41
MX,Mexico,Mexico City,2020-08-18,parks,-38
MX,Mexico,Mexico City,2020-08-19,parks,-38
MX,Mexico,Mexico City,2020-08-20,parks,-40
MX,Mexico,Mexico City,2020-08-21,parks,-36
MX,Mexico,Mexico City,2020-08-22,parks,-36
MX,Mexico,Mexico City,2020-08-23,parks,-40
MX,Mexico,Mexico City,2020-08-24,parks,-44
MX,Mexico,Mexico City,2020-08-25,parks,-41
MX,Mexico,Mexico City,2020-08-26,parks,-40
MX,Mexico,Mexico City,2020-08-27,parks,-42
MX,Mexico,Mexico City,2020-08-28,parks,-40
MX,Mexico,Mexico City,2020-08-29,parks,-36
MX,Mexico,Mexico City,2020-08-30,parks,-37
MX,Mexico,Mexico City,2020-08-31,parks,-40
MX,Mexico,Mexico City,2020-09-01,parks,-34
MX,Mexico,Mexico City,2020-09-02,parks,-35
MX,Mexico,Mexico City,2020-09-03,parks,-36
MX,Mexico,Mexico City,2020-09-04,parks,-39
MX,Mexico,Mexico City,2020-09-05,parks,-40
MX,Mexico,Mexico City,2020-09-06,parks,-42
MX,Mexico,Mexico City,2020-09-07,parks,-39
MX,Mexico,Mexico City,2020-09-08,parks,-38
MX,Mexico,Mexico City,2020-09-09,parks,-36
MX,Mexico,Mexico City,2020-09-10,parks,-40
MX,Mexico,Mexico City,2020-09-11,parks,-37
MX,Mexico,Mexico City,2020-09-12,parks,-36
MX,Mexico,Mexico City,2020-09-13,parks,-39
MX,Mexico,Mexico City,2020-09-14,parks,-35
MX,Mexico,Mexico City,2020-09-15,parks,-38
MX,Mexico,Mexico City,2020-09-16,parks,-58
MX,Mexico,Mexico City,2020-09-17,parks,-42
MX,Mexico,Mexico City,2020-09-18,parks,-50
MX,Mexico,Mexico City,2020-09-19,parks,-44
MX,Mexico,Mexico City,2020-09-20,parks,-45
MX,Mexico,Mexico City,2020-09-21,parks,-46
MX,Mexico,Mexico City,2020-09-22,parks,-42
MX,Mexico,Mexico City,2020-09-23,parks,-45
MX,Mexico,Mexico City,2020-09-24,parks,-47
MX,Mexico,Mexico City,2020-09-25,parks,-48
MX,Mexico,Mexico City,2020-09-26,parks,-43
MX,Mexico,Mexico City,2020-09-27,parks,-47
MX,Mexico,Mexico City,2020-09-28,parks,-45
MX,Mexico,Mexico City,2020-09-29,parks,-51
MX,Mexico,Mexico City,2020-09-30,parks,-44
MX,Mexico,Mexico City,2020-10-01,parks,-44
MX,Mexico,Mexico City,2020-10-02,parks,-45
MX,Mexico,Mexico City,2020-10-03,parks,-40
MX,Mexico,Mexico City,2020-10-04,parks,-41
MX,Mexico,Mexico City,2020-10-05,parks,-45
MX,Mexico,Mexico City,2020-10-06,parks,-42
MX,Mexico,Mexico City,2020-10-07,parks,-43
MX,Mexico,Mexico City,2020-10-08,parks,-42
MX,Mexico,Mexico City,2020-10-09,parks,-45
MX,Mexico,Mexico City,2020-10-10,parks,-38
MX,Mexico,Mexico City,2020-10-11,parks,-39
MX,Mexico,Mexico City,2020-10-12,parks,-45
MX,Mexico,Mexico City,2020-10-13,parks,-45
MX,Mexico,Mexico City,2020-10-14,parks,-44
MX,Mexico,Mexico City,2020-10-15,parks,-41
MX,Mexico,Mexico City,2020-10-16,parks,-43
MX,Mexico,Mexico City,2020-10-17,parks,-36
MX,Mexico,Mexico City,2020-10-18,parks,-43
MX,Mexico,Mexico City,2020-10-19,parks,-45
MX,Mexico,Mexico City,2020-10-20,parks,-41
MX,Mexico,Mexico City,2020-10-21,parks,-41
MX,Mexico,Mexico City,2020-10-22,parks,-41
MX,Mexico,Mexico City,2020-10-23,parks,-41
MX,Mexico,Mexico City,2020-10-24,parks,-37
MX,Mexico,Mexico City,2020-10-25,parks,-37
MX,Mexico,Mexico City,2020-10-26,parks,-44
MX,Mexico,Mexico City,2020-10-27,parks,-42
MX,Mexico,Mexico City,2020-10-28,parks,-43
MX,Mexico,Mexico City,2020-10-29,parks,-43
MX,Mexico,Mexico City,2020-10-30,parks,-42
MX,Mexico,Mexico City,2020-10-31,parks,-38
MX,Mexico,Mexico City,2020-11-01,parks,-42
MX,Mexico,Mexico City,2020-11-02,parks,-51
MX,Mexico,Mexico City,2020-11-03,parks,-47
MX,Mexico,Mexico City,2020-11-04,parks,-46
MX,Mexico,Mexico City,2020-11-05,parks,-46
MX,Mexico,Mexico City,2020-11-06,parks,-48
MX,Mexico,Mexico City,2020-11-07,parks,-43
MX,Mexico,Mexico City,2020-11-08,parks,-44
MX,Mexico,Mexico City,2020-11-09,parks,-47
MX,Mexico,Mexico City,2020-11-10,parks,-44
MX,Mexico,Mexico City,2020-11-11,parks,-44
MX,Mexico,Mexico City,2020-11-12,parks,-46
MX,Mexico,Mexico City,2020-11-13,parks,-43
MX,Mexico,Mexico City,2020-11-14,parks,-42
MX,Mexico,Mexico City,2020-11-15,parks,-42
MX,Mexico,Mexico City,2020-11-16,parks,-47
MX,Mexico,Mexico City,2020-11-17,parks,-47
MX,Mexico,Mexico City,2020-11-18,parks,-48
MX,Mexico,Mexico City,2020-11-19,parks,-45
MX,Mexico,Mexico City,2020-11-20,parks,-49
MX,Mexico,Mexico City,2020-11-21,parks,-43
MX,Mexico,Mexico City,2020-11-22,parks,-43
MX,Mexico,Mexico City,2020-11-23,parks,-45
MX,Mexico,Mexico City,2020-11-24,parks,-42
MX,Mexico,Mexico City,2020-11-25,parks,-43
MX,Mexico,Mexico City,2020-11-26,parks,-44
MX,Mexico,Mexico City,2020-11-27,parks,-44
MX,Mexico,Mexico City,2020-11-28,parks,-41
MX,Mexico,Mexico City,2020-11-29,parks,-42
MX,Mexico,Mexico City,2020-11-30,parks,-45
MX,Mexico,Mexico City,2020-12-01,parks,-41
MX,Mexico,Mexico City,2020-12-02,parks,-42
MX,Mexico,Mexico City,2020-12-03,parks,-42
MX,Mexico,Mexico City,2020-12-04,parks,-44
MX,Mexico,Mexico City,2020-12-05,parks,-41
MX,Mexico,Mexico City,2020-12-06,parks,-42
MX,Mexico,Mexico City,2020-12-07,parks,-45
MX,Mexico,Mexico City,2020-12-08,parks,-43
MX,Mexico,Mexico City,2020-12-09,parks,-43
MX,Mexico,Mexico City,2020-12-10,parks,-42
MX,Mexico,Mexico City,2020-12-11,parks,-45
MX,Mexico,Mexico City,2020-12-12,parks,-44
MX,Mexico,Mexico City,2020-12-13,parks,-43
MX,Mexico,Mexico City,2020-12-14,parks,-43
MX,Mexico,Mexico City,2020-12-15,parks,-40
MX,Mexico,Mexico City,2020-12-16,parks,-43
MX,Mexico,Mexico City,2020-12-17,parks,-42
MX,Mexico,Mexico City,2020-12-18,parks,-45
MX,Mexico,Mexico City,2020-12-19,parks,-48
MX,Mexico,Mexico City,2020-12-20,parks,-51
MX,Mexico,Mexico City,2020-12-21,parks,-44
MX,Mexico,Mexico City,2020-12-22,parks,-42
MX,Mexico,Mexico City,2020-12-23,parks,-43
MX,Mexico,Mexico City,2020-12-24,parks,-53
MX,Mexico,Mexico City,2020-12-25,parks,-76
MX,Mexico,Mexico City,2020-12-26,parks,-59
MX,Mexico,Mexico City,2020-12-27,parks,-56
MX,Mexico,Mexico City,2020-12-28,parks,-48
MX,Mexico,Mexico City,2020-12-29,parks,-46
MX,Mexico,Mexico City,2020-12-30,parks,-48
MX,Mexico,Mexico City,2020-12-31,parks,-56
CO,Colombia,Bogota,2020-02-15,parks,11
CO,Colombia,Bogota,2020-02-16,parks,11
CO,Colombia,Bogota,2020-02-17,parks,3
CO,Colombia,Bogota,2020-02-18,parks,5
CO,Colombia,Bogota,2020-02-19,parks,1
CO,Colombia,Bogota,2020-02-20,parks,-4
CO,Colombia,Bogota,2020-02-21,parks,3
CO,Colombia,Bogota,2020-02-22,parks,2
CO,Colombia,Bogota,2020-02-23,parks,-16
CO,Colombia,Bogota,2020-02-24,parks,-2
CO,Colombia,Bogota,2020-02-25,parks,-2
CO,Colombia,Bogota,2020-02-26,parks,1
CO,Colombia,Bogota,2020-02-27,parks,-2
CO,Colombia,Bogota,2020-02-28,parks,8
CO,Colombia,Bogota,2020-02-29,parks,8
CO,Colombia,Bogota,2020-03-01,parks,13
CO,Colombia,Bogota,2020-03-02,parks,3
CO,Colombia,Bogota,2020-03-03,parks,4
CO,Colombia,Bogota,2020-03-04,parks,7
CO,Colombia,Bogota,2020-03-05,parks,9
CO,Colombia,Bogota,2020-03-06,parks,10
CO,Colombia,Bogota,2020-03-07,parks,6
CO,Colombia,Bogota,2020-03-08,parks,-2
CO,Colombia,Bogota,2020-03-09,parks,-1
CO,Colombia,Bogota,2020-03-10,parks,-4
CO,Colombia,Bogota,2020-03-11,parks,0
CO,Colombia,Bogota,2020-03-12,parks,-1
CO,Colombia,Bogota,2020-03-13,parks,-3
CO,Colombia,Bogota,2020-03-14,parks,-3
CO,Colombia,Bogota,2020-03-15,parks,-14
CO,Colombia,Bogota,2020-03-16,parks,-16
CO,Colombia,Bogota,2020-03-17,parks,-12
CO,Colombia,Bogota,2020-03-18,parks,-15
CO,Colombia,Bogota,2020-03-19,parks,-9
CO,Colombia,Bogota,2020-03-20,parks,-83
CO,Colombia,Bogota,2020-03-21,parks,-81
CO,Colombia,Bogota,2020-03-22,parks,-83
CO,Colombia,Bogota,2020-03-23,parks,-81
CO,Colombia,Bogota,2020-03-24,parks,-65
CO,Colombia,Bogota,2020-03-25,parks,-77
CO,Colombia,Bogota,2020-03-26,parks,-75
CO,Colombia,Bogota,2020-03-27,parks,-76
CO,Colombia,Bogota,2020-03-28,parks,-77
CO,Colombia,Bogota,2020-03-29,parks,-82
CO,Colombia,Bogota,2020-03-30,parks,-73
CO,Colombia,Bogota,2020-03-31,parks,-71
CO,Colombia,Bogota,2020-04-01,parks,-72
CO,Colombia,Bogota,2020-04-02,parks,-69
CO,Colombia,Bogota,2020-04-03,parks,-70
CO,Colombia,Bogota,2020-04-04,parks,-73
CO,Colombia,Bogota,2020-04-05,parks,-79
CO,Colombia,Bogota,2020-04-06,parks,-69
CO,Colombia,Bogota,2020-04-07,parks,-66
CO,Colombia,Bogota,2020-04-08,parks,-66
CO,Colombia,Bogota,2020-04-09,parks,-76
CO,Colombia,Bogota,2020-04-10,parks,-84
CO,Colombia,Bogota,2020-04-11,parks,-75
CO,Colombia,Bogota,2020-04-12,parks,-80
CO,Colombia,Bogota,2020-04-13,parks,-69
CO,Colombia,Bogota,2020-04-14,parks,-71
CO,Colombia,Bogota,2020-04-15,parks,-66
CO,Colombia,Bogota,2020-04-16,parks,-70
CO,Colombia,Bogota,2020-04-17,parks,-66
CO,Colombia,Bogota,2020-04-18,parks,-72
CO,Colombia,Bogota,2020-04-19,parks,-76
CO,Colombia,Bogota,2020-04-20,parks,-69
CO,Colombia,Bogota,2020-04-21,parks,-66
CO,Colombia,Bogota,2020-04-22,parks,-70
CO,Colombia,Bogota,2020-04-23,parks,-65
CO,Colombia,Bogota,2020-04-24,parks,-68
CO,Colombia,Bogota,2020-04-25,parks,-67
CO,Colombia,Bogota,2020-04-26,parks,-75
CO,Colombia,Bogota,2020-04-27,parks,-61
CO,Colombia,Bogota,2020-04-28,parks,-63
CO,Colombia,Bogota,2020-04-29,parks,-60
CO,Colombia,Bogota,2020-04-30,parks,-59
CO,Colombia,Bogota,2020-05-01,parks,-67
CO,Colombia,Bogota,2020-05-02,parks,-63
CO,Colombia,Bogota,2020-05-03,parks,-71
CO,Colombia,Bogota,2020-05-04,parks,-58
CO,Colombia,Bogota,2020-05-05,parks,-53
CO,Colombia,Bogota,2020-05-06,parks,-57
CO,Colombia,Bogota,2020-05-07,parks,-52
CO,Colombia,Bogota,2020-05-08,parks,-56
CO,Colombia,Bogota,2020-05-09,parks,-51
CO,Colombia,Bogota,2020-05-10,parks,-61
CO,Colombia,Bogota,2020-05-11,parks,-49
CO,Colombia,Bogota,2020-05-12,parks,-52
CO,Colombia,Bogota,2020-05-13,parks,-50
CO,Colombia,Bogota,2020-05-14,parks,-50
CO,Colombia,Bogota,2020-05-15,parks,-49
CO,Colombia,Bogota,2020-05-16,parks,-48
CO,Colombia,Bogota,2020-05-17,parks,-63
CO,Colombia,Bogota,2020-05-18,parks,-46
CO,Colombia,Bogota,2020-05-19,parks,-52
CO,Colombia,Bogota,2020-05-20,parks,-46
CO,Colombia,Bogota,2020-05-21,parks,-45
CO,Colombia,Bogota,2020-05-22,parks,-46
CO,Colombia,Bogota,2020-05-23,parks,-45
CO,Colombia,Bogota,2020-05-24,parks,-59
CO,Colombia,Bogota,2020-05-25,parks,-55
CO,Colombia,Bogota,2020-05-26,parks,-46
CO,Colombia,Bogota,2020-05-27,parks,-44
CO,Colombia,Bogota,2020-05-28,parks,-46
CO,Colombia,Bogota,2020-05-29,parks,-44
CO,Colombia,Bogota,2020-05-30,parks,-47
CO,Colombia,Bogota,2020-05-31,parks,-54
CO,Colombia,Bogota,2020-06-01,parks,-44
CO,Colombia,Bogota,2020-06-02,parks,-42
CO,Colombia,Bogota,2020-06-03,parks,-46
CO,Colombia,Bogota,2020-06-04,parks,-40
CO,Colombia,Bogota,2020-06-05,parks,-42
CO,Colombia,Bogota,2020-06-06,parks,-43
CO,Colombia,Bogota,2020-06-07,parks,-49
CO,Colombia,Bogota,2020-06-08,parks,-40
CO,Colombia,Bogota,2020-06-09,parks,-39
CO,Colombia,Bogota,2020-06-10,parks,-44
CO,Colombia,Bogota,2020-06-11,parks,-44
CO,Colombia,Bogota,2020-06-12,parks,-45
CO,Colombia,Bogota,2020-06-13,parks,-36
CO,Colombia,Bogota,2020-06-14,parks,-51
CO,Colombia,Bogota,2020-06-15,parks,-43
CO,Colombia,Bogota,2020-06-16,parks,-39
CO,Colombia,Bogota,2020-06-17,parks,-42
CO,Colombia,Bogota,2020-06-18,parks,-42
CO,Colombia,Bogota,2020-06-19,parks,-33
CO,Colombia,Bogota,2020-06-20,parks,-36
CO,Colombia,Bogota,2020-06-21,parks,-38
CO,Colombia,Bogota,2020-06-22,parks,-52
CO,Colombia,Bogota,2020-06-23,parks,-36
CO,Colombia,Bogota,2020-06-24,parks,-35
CO,Colombia,Bogota,2020-06-25,parks,-35
CO,Colombia,Bogota,2020-06-26,parks,-32
CO,Colombia,Bogota,2020-06-27,parks,-29
CO,Colombia,Bogota,2020-06-28,parks,-49
CO,Colombia,Bogota,2020-06-29,parks,-41
CO,Colombia,Bogota,2020-06-30,parks,-31
CO,Colombia,Bogota,2020-07-01,parks,-34
CO,Colombia,Bogota,2020-07-02,parks,-31
CO,Colombia,Bogota,2020-07-03,parks,-29
CO,Colombia,Bogota,2020-07-04,parks,-35
CO,Colombia,Bogota,2020-07-05,parks,-37
CO,Colombia,Bogota,2020-07-06,parks,-38
CO,Colombia,Bogota,2020-07-07,parks,-29
CO,Colombia,Bogota,2020-07-08,parks,-33
CO,Colombia,Bogota,2020-07-09,parks,-34
CO,Colombia,Bogota,2020-07-10,parks,-32
CO,Colombia,Bogota,2020-07-11,parks,-34
CO,Colombia,Bogota,2020-07-12,parks,-40
CO,Colombia,Bogota,2020-07-13,parks,-47
CO,Colombia,Bogota,2020-07-14,parks,-44
CO,Colombia,Bogota,2020-07-15,parks,-48
CO,Colombia,Bogota,2020-07-16,parks,-41
CO,Colombia,Bogota,2020-07-17,parks,-42
CO,Colombia,Bogota,2020-07-18,parks,-40
CO,Colombia,Bogota,2020-07-19,parks,-51
CO,Colombia,Bogota,2020-07-20,parks,-53
CO,Colombia,Bogota,2020-07-21,parks,-48
CO,Colombia,Bogota,2020-07-22,parks,-41
CO,Colombia,Bogota,2020-07-23,parks,-52
CO,Colombia,Bogota,2020-07-24,parks,-50
CO,Colombia,Bogota,2020-07-25,parks,-55
CO,Colombia,Bogota,2020-07-26,parks,-53
CO,Colombia,Bogota,2020-07-27,parks,-42
CO,Colombia,Bogota,2020-07-28,parks,-41
CO,Colombia,Bogota,2020-07-29,parks,-42
CO,Colombia,Bogota,2020-07-30,parks,-39
CO,Colombia,Bogota,2020-07-31,parks,-44
CO,Colombia,Bogota,2020-08-01,parks,-43
CO,Colombia,Bogota,2020-08-02,parks,-49
CO,Colombia,Bogota,2020-08-03,parks,-43
CO,Colombia,Bogota,2020-08-04,parks,-42
CO,Colombia,Bogota,2020-08-05,parks,-44
CO,Colombia,Bogota,2020-08-06,parks,-39
CO,Colombia,Bogota,2020-08-07,parks,-49
CO,Colombia,Bogota,2020-08-08,parks,-39
CO,Colombia,Bogota,2020-08-09,parks,-47
CO,Colombia,Bogota,2020-08-10,parks,-40
CO,Colombia,Bogota,2020-08-11,parks,-38
CO,Colombia,Bogota,2020-08-12,parks,-42
CO,Colombia,Bogota,2020-08-13,parks,-39
CO,Colombia,Bogota,2020-08-14,parks,-39
CO,Colombia,Bogota,2020-08-15,parks,-28
CO,Colombia,Bogota,2020-08-16,parks,-43
CO,Colombia,Bogota,2020-08-17,parks,-57
CO,Colombia,Bogota,2020-08-18,parks,-43
CO,Colombia,Bogota,2020-08-19,parks,-42
CO,Colombia,Bogota,2020-08-20,parks,-40
CO,Colombia,Bogota,2020-08-21,parks,-39
CO,Colombia,Bogota,2020-08-22,parks,-37
CO,Colombia,Bogota,2020-08-23,parks,-50
CO,Colombia,Bogota,2020-08-24,parks,-40
CO,Colombia,Bogota,2020-08-25,parks,-37
CO,Colombia,Bogota,2020-08-26,parks,-39
CO,Colombia,Bogota,2020-08-27,parks,-34
CO,Colombia,Bogota,2020-08-28,parks,-30
CO,Colombia,Bogota,2020-08-29,parks,-28
CO,Colombia,Bogota,2020-08-30,parks,-32
CO,Colombia,Bogota,2020-08-31,parks,-36
CO,Colombia,Bogota,2020-09-01,parks,-32
CO,Colombia,Bogota,2020-09-02,parks,-39
CO,Colombia,Bogota,2020-09-03,parks,-27
CO,Colombia,Bogota,2020-09-04,parks,-27
CO,Colombia,Bogota,2020-09-05,parks,-18
CO,Colombia,Bogota,2020-09-06,parks,-29
CO,Colombia,Bogota,2020-09-07,parks,-35
CO,Colombia,Bogota,2020-09-08,parks,-32
CO,Colombia,Bogota,2020-09-09,parks,-30
CO,Colombia,Bogota,2020-09-10,parks,-28
CO,Colombia,Bogota,2020-09-11,parks,-33
CO,Colombia,Bogota,2020-09-12,parks,-24
CO,Colombia,Bogota,2020-09-13,parks,-27
CO,Colombia,Bogota,2020-09-14,parks,-35
CO,Colombia,Bogota,2020-09-15,parks,-31
CO,Colombia,Bogota,2020-09-16,parks,-35
CO,Colombia,Bogota,2020-09-17,parks,-31
CO,Colombia,Bogota,2020-09-18,parks,-29
CO,Colombia,Bogota,2020-09-19,parks,-29
CO,Colombia,Bogota,2020-09-20,parks,-24
CO,Colombia,Bogota,2020-09-21,parks,-35
CO,Colombia,Bogota,2020-09-22,parks,-32
CO,Colombia,Bogota,2020-09-23,parks,-38
CO,Colombia,Bogota,2020-09-24,parks,-33
CO,Colombia,Bogota,2020-09-25,parks,-30
CO,Colombia,Bogota,2020-09-26,parks,-25
CO,Colombia,Bogota,2020-09-27,parks,-34
CO,Colombia,Bogota,2020-09-28,parks,-35
CO,Colombia,Bogota,2020-09-29,parks,-34
CO,Colombia,Bogota,2020-09-30,parks,-33
CO,Colombia,Bogota,2020-10-01,parks,-28
CO,Colombia,Bogota,2020-10-02,parks,-26
CO,Colombia,Bogota,2020-10-03,parks,-19
CO,Colombia,Bogota,2020-10-04,parks,-26
CO,Colombia,Bogota,2020-10-05,parks,-32
CO,Colombia,Bogota,2020-10-06,parks,-31
CO,Colombia,Bogota,2020-10-07,parks,-32
CO,Colombia,Bogota,2020-10-08,parks,-32
CO,Colombia,Bogota,2020-10-09,parks,-33
CO,Colombia,Bogota,2020-10-10,parks,-30
CO,Colombia,Bogota,2020-10-11,parks,-30
CO,Colombia,Bogota,2020-10-12,parks,-35
CO,Colombia,Bogota,2020-10-13,parks,-38
CO,Colombia,Bogota,2020-10-14,parks,-35
CO,Colombia,Bogota,2020-10-15,parks,-31
CO,Colombia,Bogota,2020-10-16,parks,-30
CO,Colombia,Bogota,2020-10-17,parks,-23
CO,Colombia,Bogota,2020-10-18,parks,-24
CO,Colombia,Bogota,2020-10-19,parks,-35
CO,Colombia,Bogota,2020-10-20,parks,-35
CO,Colombia,Bogota,2020-10-21,parks,-32
CO,Colombia,Bogota,2020-10-22,parks,-29
CO,Colombia,Bogota,2020-10-23,parks,-24
CO,Colombia,Bogota,2020-10-24,parks,-20
CO,Colombia,Bogota,2020-10-25,parks,-25
CO,Colombia,Bogota,2020-10-26,parks,-32
CO,Colombia,Bogota,2020-10-27,parks,-36
CO,Colombia,Bogota,2020-10-28,parks,-36
CO,Colombia,Bogota,2020-10-29,parks,-30
CO,Colombia,Bogota,2020-10-30,parks,-29
CO,Colombia,Bogota,2020-10-31,parks,-22
CO,Colombia,Bogota,2020-11-01,parks,-37
CO,Colombia,Bogota,2020-11-02,parks,-26
CO,Colombia,Bogota,2020-11-03,parks,-34
CO,Colombia,Bogota,2020-11-04,parks,-36
CO,Colombia,Bogota,2020-11-05,parks,-33
CO,Colombia,Bogota,2020-11-06,parks,-28
CO,Colombia,Bogota,2020-11-07,parks,-22
CO,Colombia,Bogota,2020-11-08,parks,-31
CO,Colombia,Bogota,2020-11-09,parks,-36
CO,Colombia,Bogota,2020-11-10,parks,-44
CO,Colombia,Bogota,2020-11-11,parks,-40
CO,Colombia,Bogota,2020-11-12,parks,-37
CO,Colombia,Bogota,2020-11-13,parks,-36
CO,Colombia,Bogota,2020-11-14,parks,-30
CO,Colombia,Bogota,2020-11-15,parks,-43
CO,Colombia,Bogota,2020-11-16,parks,-44
CO,Colombia,Bogota,2020-11-17,parks,-38
CO,Colombia,Bogota,2020-11-18,parks,-34
CO,Colombia,Bogota,2020-11-19,parks,-35
CO,Colombia,Bogota,2020-11-20,parks,-25
CO,Colombia,Bogota,2020-11-21,parks,-17
CO,Colombia,Bogota,2020-11-22,parks,-22
CO,Colombia,Bogota,2020-11-23,parks,-34
CO,Colombia,Bogota,2020-11-24,parks,-35
CO,Colombia,Bogota,2020-11-25,parks,-31
CO,Colombia,Bogota,2020-11-26,parks,-26
CO,Colombia,Bogota,2020-11-27,parks,-34
CO,Colombia,Bogota,2020-11-28,parks,-24
CO,Colombia,Bogota,2020-11-29,parks,-14
CO,Colombia,Bogota,2020-11-30,parks,-27
CO,Colombia,Bogota,2020-12-01,parks,-27
CO,Colombia,Bogota,2020-12-02,parks,-22
CO,Colombia,Bogota,2020-12-03,parks,-22
CO,Colombia,Bogota,2020-12-04,parks,-17
CO,Colombia,Bogota,2020-12-05,parks,-13
CO,Colombia,Bogota,2020-12-06,parks,-18
CO,Colombia,Bogota,2020-12-07,parks,-9
CO,Colombia,Bogota,2020-12-08,parks,-31
CO,Colombia,Bogota,2020-12-09,parks,-27
CO,Colombia,Bogota,2020-12-10,parks,-24
CO,Colombia,Bogota,2020-12-11,parks,-23
CO,Colombia,Bogota,2020-12-12,parks,-14
CO,Colombia,Bogota,2020-12-13,parks,-13
CO,Colombia,Bogota,2020-12-14,parks,-26
CO,Colombia,Bogota,2020-12-15,parks,-25
CO,Colombia,Bogota,2020-12-16,parks,-21
CO,Colombia,Bogota,2020-12-17,parks,-17
CO,Colombia,Bogota,2020-12-18,parks,-17
CO,Colombia,Bogota,2020-12-19,parks,-14
CO,Colombia,Bogota,2020-12-20,parks,-6
CO,Colombia,Bogota,2020-12-21,parks,-18
CO,Colombia,Bogota,2020-12-22,parks,-16
CO,Colombia,Bogota,2020-12-23,parks,-13
CO,Colombia,Bogota,2020-12-24,parks,-8
CO,Colombia,Bogota,2020-12-25,parks,-55
CO,Colombia,Bogota,2020-12-26,parks,-33
CO,Colombia,Bogota,2020-12-27,parks,-32
CO,Colombia,Bogota,2020-12-28,parks,-27
CO,Colombia,Bogota,2020-12-29,parks,-27
CO,Colombia,Bogota,2020-12-30,parks,-27
CO,Colombia,Bogota,2020-12-31,parks,-31
AR,Argentina,Buenos Aires,2020-02-15,transit_stations,9
AR,Argentina,Buenos Aires,2020-02-16,transit_stations,3
AR,Argentina,Buenos Aires,2020-02-17,transit_stations,2
AR,Argentina,Buenos Aires,2020-02-18,transit_stations,11
AR,Argentina,Buenos Aires,2020-02-19,transit_stations,10
AR,Argentina,Buenos Aires,2020-02-20,transit_stations,7
AR,Argentina,Buenos Aires,2020-02-21,transit_stations,10
AR,Argentina,Buenos Aires,2020-02-22,transit_stations,8
AR,Argentina,Buenos Aires,2020-02-23,transit_stations,9
AR,Argentina,Buenos Aires,2020-02-24,transit_stations,-41
AR,Argentina,Buenos Aires,2020-02-25,transit_stations,-44
AR,Argentina,Buenos Aires,2020-02-26,transit_stations,11
AR,Argentina,Buenos Aires,2020-02-27,transit_stations,10
AR,Argentina,Buenos Aires,2020-02-28,transit_stations,13
AR,Argentina,Buenos Aires,2020-02-29,transit_stations,13
AR,Argentina,Buenos Aires,2020-03-01,transit_stations,8
AR,Argentina,Buenos Aires,2020-03-02,transit_stations,6
AR,Argentina,Buenos Aires,2020-03-03,transit_stations,10
AR,Argentina,Buenos Aires,2020-03-04,transit_stations,10
AR,Argentina,Buenos Aires,2020-03-05,transit_stations,12
AR,Argentina,Buenos Aires,2020-03-06,transit_stations,15
AR,Argentina,Buenos Aires,2020-03-07,transit_stations,19
AR,Argentina,Buenos Aires,2020-03-08,transit_stations,11
AR,Argentina,Buenos Aires,2020-03-09,transit_stations,21
AR,Argentina,Buenos Aires,2020-03-10,transit_stations,14
AR,Argentina,Buenos Aires,2020-03-11,transit_stations,-1
AR,Argentina,Buenos Aires,2020-03-12,transit_stations,11
AR,Argentina,Buenos Aires,2020-03-13,transit_stations,8
AR,Argentina,Buenos Aires,2020-03-14,transit_stations,-17
AR,Argentina,Buenos Aires,2020-03-15,transit_stations,-14
AR,Argentina,Buenos Aires,2020-03-16,transit_stations,-22
AR,Argentina,Buenos Aires,2020-03-17,transit_stations,-37
AR,Argentina,Buenos Aires,2020-03-18,transit_stations,-43
AR,Argentina,Buenos Aires,2020-03-19,transit_stations,-45
AR,Argentina,Buenos Aires,2020-03-20,transit_stations,-82
AR,Argentina,Buenos Aires,2020-03-21,transit_stations,-81
AR,Argentina,Buenos Aires,2020-03-22,transit_stations,-83
AR,Argentina,Buenos Aires,2020-03-23,transit_stations,-90
AR,Argentina,Buenos Aires,2020-03-24,transit_stations,-90
AR,Argentina,Buenos Aires,2020-03-25,transit_stations,-82
AR,Argentina,Buenos Aires,2020-03-26,transit_stations,-83
AR,Argentina,Buenos Aires,2020-03-27,transit_stations,-82
AR,Argentina,Buenos Aires,2020-03-28,transit_stations,-80
AR,Argentina,Buenos Aires,2020-03-29,transit_stations,-82
AR,Argentina,Buenos Aires,2020-03-30,transit_stations,-84
AR,Argentina,Buenos Aires,2020-03-31,transit_stations,-88
AR,Argentina,Buenos Aires,2020-04-01,transit_stations,-81
AR,Argentina,Buenos Aires,2020-04-02,transit_stations,-81
AR,Argentina,Buenos Aires,2020-04-03,transit_stations,-79
AR,Argentina,Buenos Aires,2020-04-04,transit_stations,-77
AR,Argentina,Buenos Aires,2020-04-05,transit_stations,-80
AR,Argentina,Buenos Aires,2020-04-06,transit_stations,-79
AR,Argentina,Buenos Aires,2020-04-07,transit_stations,-77
AR,Argentina,Buenos Aires,2020-04-08,transit_stations,-76
AR,Argentina,Buenos Aires,2020-04-09,transit_stations,-79
